elapsed_ms,pid,phase,blocks_total,blocks_done,tuples_total,tuples_done,relid,index_relid
16656,22788,building index: loading tuples,7168,3536,0,49510,69224,0
16715,22788,building index: loading tuples,7168,3547,0,49661,69224,0
16774,22788,building index: loading tuples,7168,3557,0,49807,69224,0
16833,22788,building index: loading tuples,7168,3569,0,49967,69224,0
16892,22788,building index: loading tuples,7168,3581,0,50134,69224,0
16951,22788,building index: loading tuples,7168,3592,0,50289,69224,0
17010,22788,building index: loading tuples,7168,3602,0,50434,69224,0
17069,22788,building index: loading tuples,7168,3613,0,50589,69224,0
17129,22788,building index: loading tuples,7168,3626,0,50772,69224,0
17189,22788,building index: loading tuples,7168,3639,0,50946,69224,0
17249,22788,building index: loading tuples,7168,3652,0,51128,69224,0
17309,22788,building index: loading tuples,7168,3661,0,51267,69224,0
17368,22788,building index: loading tuples,7168,3661,0,51267,69224,0
17427,22788,building index: loading tuples,7168,3662,0,51277,69224,0
17487,22788,building index: loading tuples,7168,3666,0,51324,69224,0
17546,22788,building index: loading tuples,7168,3669,0,51371,69224,0
17606,22788,building index: loading tuples,7168,3673,0,51423,69224,0
17665,22788,building index: loading tuples,7168,3676,0,51474,69224,0
17723,22788,building index: loading tuples,7168,3680,0,51526,69224,0
17782,22788,building index: loading tuples,7168,3684,0,51579,69224,0
17841,22788,building index: loading tuples,7168,3688,0,51632,69224,0
17901,22788,building index: loading tuples,7168,3691,0,51684,69224,0
17961,22788,building index: loading tuples,7168,3695,0,51737,69224,0
18020,22788,building index: loading tuples,7168,3699,0,51788,69224,0
18080,22788,building index: loading tuples,7168,3702,0,51836,69224,0
18139,22788,building index: loading tuples,7168,3706,0,51884,69224,0
18198,22788,building index: loading tuples,7168,3709,0,51937,69224,0
18257,22788,building index: loading tuples,7168,3713,0,51985,69224,0
18316,22788,building index: loading tuples,7168,3716,0,52034,69224,0
18377,22788,building index: loading tuples,7168,3720,0,52084,69224,0
18438,22788,building index: loading tuples,7168,3723,0,52134,69224,0
18499,22788,building index: loading tuples,7168,3727,0,52187,69224,0
18561,22788,building index: loading tuples,7168,3731,0,52239,69224,0
18623,22788,building index: loading tuples,7168,3735,0,52293,69224,0
18686,22788,building index: loading tuples,7168,3739,0,52347,69224,0
18748,22788,building index: loading tuples,7168,3742,0,52401,69224,0
18810,22788,building index: loading tuples,7168,3746,0,52451,69224,0
18870,22788,building index: loading tuples,7168,3750,0,52505,69224,0
18930,22788,building index: loading tuples,7168,3753,0,52555,69224,0
18990,22788,building index: loading tuples,7168,3757,0,52605,69224,0
19051,22788,building index: loading tuples,7168,3761,0,52659,69224,0
19110,22788,building index: loading tuples,7168,3765,0,52710,69224,0
19170,22788,building index: loading tuples,7168,3768,0,52762,69224,0
19232,22788,building index: loading tuples,7168,3772,0,52812,69224,0
19291,22788,building index: loading tuples,7168,3776,0,52864,69224,0
19351,22788,building index: loading tuples,7168,3779,0,52915,69224,0
19411,22788,building index: loading tuples,7168,3783,0,52965,69224,0
19470,22788,building index: loading tuples,7168,3786,0,53014,69224,0
19530,22788,building index: loading tuples,7168,3790,0,53066,69224,0
19590,22788,building index: loading tuples,7168,3793,0,53115,69224,0
19651,22788,building index: loading tuples,7168,3797,0,53165,69224,0
19712,22788,building index: loading tuples,7168,3801,0,53215,69224,0
19773,22788,building index: loading tuples,7168,3804,0,53264,69224,0
19833,22788,building index: loading tuples,7168,3808,0,53315,69224,0
19894,22788,building index: loading tuples,7168,3812,0,53369,69224,0
19955,22788,building index: loading tuples,7168,3815,0,53421,69224,0
20015,22788,building index: loading tuples,7168,3819,0,53477,69224,0
20076,22788,building index: loading tuples,7168,3823,0,53531,69224,0
20136,22788,building index: loading tuples,7168,3827,0,53584,69224,0
20195,22788,building index: loading tuples,7168,3830,0,53633,69224,0
20256,22788,building index: loading tuples,7168,3835,0,53690,69224,0
20315,22788,building index: loading tuples,7168,3838,0,53745,69224,0
20375,22788,building index: loading tuples,7168,3842,0,53797,69224,0
20434,22788,building index: loading tuples,7168,3846,0,53849,69224,0
20494,22788,building index: loading tuples,7168,3850,0,53902,69224,0
20554,22788,building index: loading tuples,7168,3853,0,53952,69224,0
20613,22788,building index: loading tuples,7168,3857,0,54002,69224,0
20673,22788,building index: loading tuples,7168,3861,0,54056,69224,0
20733,22788,building index: loading tuples,7168,3864,0,54106,69224,0
20793,22788,building index: loading tuples,7168,3867,0,54151,69224,0
20852,22788,building index: loading tuples,7168,3871,0,54199,69224,0
20911,22788,building index: loading tuples,7168,3874,0,54248,69224,0
20970,22788,building index: loading tuples,7168,3878,0,54296,69224,0
21030,22788,building index: loading tuples,7168,3881,0,54347,69224,0
21089,22788,building index: loading tuples,7168,3885,0,54402,69224,0
21151,22788,building index: loading tuples,7168,3889,0,54459,69224,0
21211,22788,building index: loading tuples,7168,3893,0,54512,69224,0
21272,22788,building index: loading tuples,7168,3897,0,54565,69224,0
21333,22788,building index: loading tuples,7168,3901,0,54621,69224,0
21393,22788,building index: loading tuples,7168,3905,0,54676,69224,0
21454,22788,building index: loading tuples,7168,3909,0,54731,69224,0
21514,22788,building index: loading tuples,7168,3913,0,54785,69224,0
21575,22788,building index: loading tuples,7168,3917,0,54838,69224,0
21635,22788,building index: loading tuples,7168,3920,0,54893,69224,0
21696,22788,building index: loading tuples,7168,3924,0,54946,69224,0
21756,22788,building index: loading tuples,7168,3928,0,55000,69224,0
21817,22788,building index: loading tuples,7168,3932,0,55053,69224,0
21877,22788,building index: loading tuples,7168,3935,0,55103,69224,0
21936,22788,building index: loading tuples,7168,3939,0,55154,69224,0
21995,22788,building index: loading tuples,7168,3943,0,55206,69224,0
22055,22788,building index: loading tuples,7168,3946,0,55256,69224,0
22114,22788,building index: loading tuples,7168,3950,0,55305,69224,0
22174,22788,building index: loading tuples,7168,3953,0,55355,69224,0
22233,22788,building index: loading tuples,7168,3957,0,55400,69224,0
22293,22788,building index: loading tuples,7168,3960,0,55447,69224,0
22352,22788,building index: loading tuples,7168,3964,0,55497,69224,0
22412,22788,building index: loading tuples,7168,3967,0,55550,69224,0
22471,22788,building index: loading tuples,7168,3971,0,55601,69224,0
22531,22788,building index: loading tuples,7168,3975,0,55652,69224,0
22590,22788,building index: loading tuples,7168,3978,0,55705,69224,0
22650,22788,building index: loading tuples,7168,3982,0,55754,69224,0
22710,22788,building index: loading tuples,7168,3986,0,55807,69224,0
22770,22788,building index: loading tuples,7168,3989,0,55855,69224,0
22829,22788,building index: loading tuples,7168,3993,0,55903,69224,0
22890,22788,building index: loading tuples,7168,3996,0,55953,69224,0
22950,22788,building index: loading tuples,7168,4000,0,56003,69224,0
23010,22788,building index: loading tuples,7168,4003,0,56052,69224,0
23072,22788,building index: loading tuples,7168,4007,0,56099,69224,0
23131,22788,building index: loading tuples,7168,4010,0,56152,69224,0
23190,22788,building index: loading tuples,7168,4014,0,56204,69224,0
23251,22788,building index: loading tuples,7168,4018,0,56261,69224,0
23311,22788,building index: loading tuples,7168,4022,0,56314,69224,0
23370,22788,building index: loading tuples,7168,4026,0,56369,69224,0
23431,22788,building index: loading tuples,7168,4030,0,56427,69224,0
23492,22788,building index: loading tuples,7168,4034,0,56485,69224,0
23553,22788,building index: loading tuples,7168,4038,0,56542,69224,0
23613,22788,building index: loading tuples,7168,4042,0,56599,69224,0
23673,22788,building index: loading tuples,7168,4046,0,56649,69224,0
23732,22788,building index: loading tuples,7168,4049,0,56699,69224,0
23792,22788,building index: loading tuples,7168,4053,0,56750,69224,0
23851,22788,building index: loading tuples,7168,4057,0,56801,69224,0
23910,22788,building index: loading tuples,7168,4060,0,56849,69224,0
23969,22788,building index: loading tuples,7168,4063,0,56894,69224,0
24028,22788,building index: loading tuples,7168,4067,0,56941,69224,0
24087,22788,building index: loading tuples,7168,4070,0,56990,69224,0
24146,22788,building index: loading tuples,7168,4074,0,57039,69224,0
24205,22788,building index: loading tuples,7168,4077,0,57090,69224,0
24265,22788,building index: loading tuples,7168,4081,0,57142,69224,0
24324,22788,building index: loading tuples,7168,4085,0,57192,69224,0
24383,22788,building index: loading tuples,7168,4088,0,57245,69224,0
24442,22788,building index: loading tuples,7168,4092,0,57294,69224,0
24501,22788,building index: loading tuples,7168,4096,0,57344,69224,0
24560,22788,building index: loading tuples,7168,4099,0,57398,69224,0
24620,22788,building index: loading tuples,7168,4103,0,57453,69224,0
24679,22788,building index: loading tuples,7168,4107,0,57501,69224,0
24738,22788,building index: loading tuples,7168,4110,0,57550,69224,0
24798,22788,building index: loading tuples,7168,4114,0,57601,69224,0
24857,22788,building index: loading tuples,7168,4117,0,57648,69224,0
24917,22788,building index: loading tuples,7168,4121,0,57698,69224,0
24977,22788,building index: loading tuples,7168,4124,0,57744,69224,0
25036,22788,building index: loading tuples,7168,4127,0,57788,69224,0
25096,22788,building index: loading tuples,7168,4130,0,57829,69224,0
25157,22788,building index: loading tuples,7168,4134,0,57878,69224,0
25216,22788,building index: loading tuples,7168,4137,0,57923,69224,0
25276,22788,building index: loading tuples,7168,4140,0,57971,69224,0
25335,22788,building index: loading tuples,7168,4144,0,58017,69224,0
25394,22788,building index: loading tuples,7168,4147,0,58064,69224,0
25454,22788,building index: loading tuples,7168,4150,0,58110,69224,0
25513,22788,building index: loading tuples,7168,4154,0,58157,69224,0
25572,22788,building index: loading tuples,7168,4157,0,58204,69224,0
25632,22788,building index: loading tuples,7168,4160,0,58249,69224,0
25691,22788,building index: loading tuples,7168,4164,0,58296,69224,0
25750,22788,building index: loading tuples,7168,4167,0,58339,69224,0
25810,22788,building index: loading tuples,7168,4170,0,58384,69224,0
25869,22788,building index: loading tuples,7168,4173,0,58428,69224,0
25927,22788,building index: loading tuples,7168,4176,0,58472,69224,0
25987,22788,building index: loading tuples,7168,4179,0,58518,69224,0
26048,22788,building index: loading tuples,7168,4183,0,58563,69224,0
26109,22788,building index: loading tuples,7168,4186,0,58608,69224,0
26171,22788,building index: loading tuples,7168,4189,0,58653,69224,0
26233,22788,building index: loading tuples,7168,4193,0,58702,69224,0
26295,22788,building index: loading tuples,7168,4196,0,58748,69224,0
26355,22788,building index: loading tuples,7168,4199,0,58795,69224,0
26416,22788,building index: loading tuples,7168,4202,0,58839,69224,0
26476,22788,building index: loading tuples,7168,4206,0,58884,69224,0
26538,22788,building index: loading tuples,7168,4209,0,58929,69224,0
26598,22788,building index: loading tuples,7168,4212,0,58972,69224,0
26658,22788,building index: loading tuples,7168,4215,0,59013,69224,0
26718,22788,building index: loading tuples,7168,4218,0,59056,69224,0
26777,22788,building index: loading tuples,7168,4221,0,59096,69224,0
