# sampler_start_epoch_ms=1787849890094
elapsed_ms,pid,phase,blocks_total,blocks_done,tuples_total,tuples_done,relid,index_relid
5,105094,building index: loading tuples,0,0,0,0,17310,0
96,105094,building index: loading tuples,1429,38,0,566,17310,0
184,105094,building index: loading tuples,1429,102,0,1447,17310,0
275,105094,building index: loading tuples,1429,162,0,2281,17310,0
367,105094,building index: loading tuples,1429,223,0,3118,17310,0
458,105094,building index: loading tuples,1429,296,0,4161,17310,0
578,105094,building index: loading tuples,1429,358,0,5011,17310,0
671,105094,building index: loading tuples,1429,420,0,5888,17310,0
767,105094,building index: loading tuples,1429,482,0,6747,17310,0
859,105094,building index: loading tuples,1429,534,0,7481,17310,0
954,105094,building index: loading tuples,1429,594,0,8314,17310,0
1046,105094,building index: loading tuples,1429,651,0,9106,17310,0
1137,105094,building index: loading tuples,1429,709,0,9923,17310,0
1227,105094,building index: loading tuples,1429,765,0,10737,17310,0
1321,105094,building index: loading tuples,1429,820,0,11528,17310,0
1414,105094,building index: loading tuples,1429,875,0,12264,17310,0
1506,105094,building index: loading tuples,1429,934,0,13089,17310,0
1598,105094,building index: loading tuples,1429,992,0,13881,17310,0
1690,105094,building index: loading tuples,1429,1050,0,14685,17310,0
1783,105094,building index: loading tuples,1429,1105,0,15470,17310,0
1877,105094,building index: loading tuples,1429,1165,0,16315,17310,0
1969,105094,building index: loading tuples,1429,1223,0,17133,17310,0
2060,105094,building index: loading tuples,1429,1279,0,17931,17310,0
2149,105094,building index: loading tuples,1429,1342,0,18796,17310,0
2244,105094,building index: loading tuples,1429,1397,0,19582,17310,0
2336,105094,building index: loading tuples,1429,1429,0,20000,17310,0
2432,105094,building index: loading tuples,1429,1429,0,20000,17310,0
