# sampler_start_epoch_ms=1787849884836
elapsed_ms,pid,phase,blocks_total,blocks_done,tuples_total,tuples_done,relid,index_relid
6,104789,building index: loading tuples,0,0,0,0,17310,0
96,104789,building index: loading tuples,1429,64,0,928,17310,0
226,104789,building index: loading tuples,1429,134,0,1874,17310,0
322,104789,building index: loading tuples,1429,195,0,2746,17310,0
415,104789,building index: loading tuples,1429,253,0,3540,17310,0
508,104789,building index: loading tuples,1429,306,0,4300,17310,0
599,104789,building index: loading tuples,1429,365,0,5106,17310,0
689,104789,building index: loading tuples,1429,423,0,5948,17310,0
781,104789,building index: loading tuples,1429,486,0,6807,17310,0
875,104789,building index: loading tuples,1429,550,0,7691,17310,0
969,104789,building index: loading tuples,1429,609,0,8524,17310,0
1063,104789,building index: loading tuples,1429,662,0,9291,17310,0
1158,104789,building index: loading tuples,1429,725,0,10135,17310,0
1251,104789,building index: loading tuples,1429,775,0,10869,17310,0
1345,104789,building index: loading tuples,1429,836,0,11703,17310,0
1439,104789,building index: loading tuples,1429,887,0,12450,17310,0
1529,104789,building index: loading tuples,1429,946,0,13259,17310,0
1628,104789,building index: loading tuples,1429,1010,0,14141,17310,0
1718,104789,building index: loading tuples,1429,1072,0,15013,17310,0
1810,104789,building index: loading tuples,1429,1128,0,15790,17310,0
1902,104789,building index: loading tuples,1429,1193,0,16689,17310,0
2001,104789,building index: loading tuples,1429,1251,0,17540,17310,0
2096,104789,building index: loading tuples,1429,1311,0,18376,17310,0
2190,104789,building index: loading tuples,1429,1375,0,19234,17310,0
2281,104789,building index: loading tuples,1429,1429,0,20000,17310,0
2371,104789,building index: loading tuples,1429,1429,0,20000,17310,0
