# sampler_start_epoch_ms=1787733011501
elapsed_ms,pid,phase,blocks_total,blocks_done,tuples_total,tuples_done,relid,index_relid
1,5686,building index: loading tuples,0,0,0,0,68396,0
63,5686,building index: loading tuples,4286,50,0,694,68396,0
122,5686,building index: loading tuples,4286,125,0,1792,68396,0
181,5686,building index: loading tuples,4286,203,0,2888,68396,0
240,5686,building index: loading tuples,4286,282,0,3962,68396,0
299,5686,building index: loading tuples,4286,358,0,5023,68396,0
358,5686,building index: loading tuples,4286,437,0,6114,68396,0
419,5686,building index: loading tuples,4286,514,0,7176,68396,0
480,5686,building index: loading tuples,4286,591,0,8271,68396,0
541,5686,building index: loading tuples,4286,665,0,9319,68396,0
603,5686,building index: loading tuples,4286,744,0,10403,68396,0
664,5686,building index: loading tuples,4286,812,0,11364,68396,0
724,5686,building index: loading tuples,4286,888,0,12440,68396,0
786,5686,building index: loading tuples,4286,966,0,13500,68396,0
847,5686,building index: loading tuples,4286,1038,0,14518,68396,0
906,5686,building index: loading tuples,4286,1108,0,15528,68396,0
966,5686,building index: loading tuples,4286,1183,0,16586,68396,0
1025,5686,building index: loading tuples,4286,1258,0,17643,68396,0
1084,5686,building index: loading tuples,4286,1336,0,18682,68396,0
1143,5686,building index: loading tuples,4286,1426,0,19935,68396,0
1204,5686,building index: loading tuples,4286,1487,0,20874,68396,0
1264,5686,building index: loading tuples,4286,1559,0,21837,68396,0
1323,5686,building index: loading tuples,4286,1632,0,22797,68396,0
1386,5686,building index: loading tuples,4286,1701,0,23805,68396,0
1447,5686,building index: loading tuples,4286,1781,0,24979,68396,0
1509,5686,building index: loading tuples,4286,1861,0,26027,68396,0
1568,5686,building index: loading tuples,4286,1931,0,27064,68396,0
1628,5686,building index: loading tuples,4286,2001,0,28067,68396,0
1689,5686,building index: loading tuples,4286,2097,0,29390,68396,0
1750,5686,building index: loading tuples,4286,2178,0,30451,68396,0
1810,5686,building index: loading tuples,4286,2254,0,31521,68396,0
1869,5686,building index: loading tuples,4286,2318,0,32483,68396,0
1929,5686,building index: loading tuples,4286,2401,0,33669,68396,0
1988,5686,building index: loading tuples,4286,2484,0,34745,68396,0
2048,5686,building index: loading tuples,4286,2555,0,35791,68396,0
2107,5686,building index: loading tuples,4286,2633,0,36890,68396,0
2168,5686,building index: loading tuples,4286,2712,0,37959,68396,0
2227,5686,building index: loading tuples,4286,2789,0,39044,68396,0
2288,5686,building index: loading tuples,4286,2866,0,40109,68396,0
2347,5686,building index: loading tuples,4286,2942,0,41166,68396,0
2407,5686,building index: loading tuples,4286,3016,0,42226,68396,0
2467,5686,building index: loading tuples,4286,3112,0,43525,68396,0
2529,5686,building index: loading tuples,4286,3184,0,44554,68396,0
2589,5686,building index: loading tuples,4286,3255,0,45590,68396,0
2648,5686,building index: loading tuples,4286,3329,0,46603,68396,0
2708,5686,building index: loading tuples,4286,3406,0,47669,68396,0
2770,5686,building index: loading tuples,4286,3477,0,48713,68396,0
2831,5686,building index: loading tuples,4286,3556,0,49742,68396,0
2893,5686,building index: loading tuples,4286,3630,0,50820,68396,0
2954,5686,building index: loading tuples,4286,3702,0,51860,68396,0
3014,5686,building index: loading tuples,4286,3791,0,53089,68396,0
3076,5686,building index: loading tuples,4286,3870,0,54168,68396,0
3137,5686,building index: loading tuples,4286,3946,0,55227,68396,0
3197,5686,building index: loading tuples,4286,4022,0,56289,68396,0
3256,5686,building index: loading tuples,4286,4109,0,57548,68396,0
3316,5686,building index: loading tuples,4286,4188,0,58622,68396,0
3377,5686,building index: loading tuples,4286,4262,0,59670,68396,0
3436,5686,building index: loading tuples,4286,4286,0,59992,68396,0
3497,5686,building index: loading tuples,4286,4286,0,59992,68396,0
3558,5686,building index: loading tuples,4286,4286,0,59992,68396,0
3619,5686,building index: loading tuples,4286,4286,0,59992,68396,0
